sigma,q,q_water,q_oil
0.001,0.032724923474893676,0.0,0.032724923474893676
0.002,0.032724923474893676,1.3063802541146943e-05,0.0389762205437855
0.003,0.032724923474893676,5.2150647489100693e-05,0.045163946078945486
0.004,0.032724923474893676,0.00011710392645007961,0.051288407032825736
0.005,0.032724923474893676,0.0002077673451895704,0.057349909742125574
0.006,0.032724923474893676,0.0003239849236323171,0.06334875992779268
0.007,0.032724923474893676,0.00046560099586233627,0.06928526269502269
0.008,0.032724923474893676,0.0006324602101229128,0.07515972253325795
0.009000000000000001,0.032724923474893676,0.0008244075288165826,0.0809724433161904
0.010000000000000002,0.032724923474893676,0.001041288228505167,0.08672372830175834
0.011000000000000003,0.032724923474893676,0.001282947899909737,0.09241388013214855
0.012000000000000004,0.032724923474893676,0.0015492324479106255,0.09804320083379564
0.013000000000000005,0.032724923474893676,0.0018399880915474546,0.10361199181738182
0.014000000000000005,0.032724923474893676,0.002155061364019089,0.1091205538778376
0.015000000000000006,0.032724923474893676,0.002494299112683666,0.11456918719434078
0.016000000000000007,0.032724923474893676,0.002857548499058589,0.11995819133031728
0.017000000000000008,0.032724923474893676,0.0032446569988205244,0.12528786523344104
0.01800000000000001,0.032724923474893676,0.0036554724018054074,0.13055850723563334
0.01900000000000001,0.032724923474893676,0.004089842812008449,0.13577041505306353
0.02000000000000001,0.032724923474893676,0.004547616647584087,0.14092388578614923
0.02100000000000001,0.032724923474893676,0.005028642640846065,0.14601921591955533
0.022000000000000013,0.032724923474893676,0.005532769838267393,0.15105670132219468
0.023000000000000013,0.032724923474893676,0.006059847600480299,0.1560366372472283
0.024000000000000014,0.032724923474893676,0.006609725602276344,0.16095931833206464
0.025000000000000015,0.032724923474893676,0.007182253832606299,0.1658250385983601
0.026000000000000016,0.032724923474893676,0.007777282594580205,0.17063409145201902
0.027000000000000017,0.032724923474893676,0.008394662505467419,0.17538676968319364
0.028000000000000018,0.032724923474893676,0.00903424449669651,0.1800833654662835
0.02900000000000002,0.032724923474893676,0.009695879813855331,0.18472417035993693
0.03000000000000002,0.032724923474893676,0.010379420016691,0.18930947530704947
0.03100000000000002,0.032724923474893676,0.011084716979109897,0.19383957063476445
0.03200000000000002,0.032724923474893676,0.011811622889177696,0.19831474605447297
0.03300000000000002,0.032724923474893676,0.012559990249119267,0.20273529066181487
0.03400000000000002,0.032724923474893676,0.013329671875318808,0.20710149293667687
0.035000000000000024,0.032724923474893676,0.014120520898319793,0.21141364074319324
0.036000000000000025,0.032724923474893676,0.014932390762824878,0.21567202132974755
0.037000000000000026,0.032724923474893676,0.01576513522769609,0.2198769213289699
0.03800000000000003,0.032724923474893676,0.01661860836595462,0.22402862675773885
0.03900000000000003,0.032724923474893676,0.017492664564781026,0.22812742301718006
0.04000000000000003,0.032724923474893676,0.01838715852551505,0.23217359489266806
0.04100000000000003,0.032724923474893676,0.019301945263655734,0.2361674265538248
0.04200000000000003,0.032724923474893676,0.02023688010886135,0.24010920155452006
0.04300000000000003,0.032724923474893676,0.021191818704949517,0.24399920283287083
0.04400000000000003,0.032724923474893676,0.022166617009897045,0.24783771271124275
0.04500000000000003,0.032724923474893676,0.023161131295840062,0.25162501289624956
0.046000000000000034,0.032724923474893676,0.02417521814907387,0.2553613844787518
0.047000000000000035,0.032724923474893676,0.02520873447005313,0.2590471079338586
0.048000000000000036,0.032724923474893676,0.02626153747339173,0.26268246312092697
0.04900000000000004,0.032724923474893676,0.02733348468786287,0.2662677292835611
0.05000000000000004,0.032724923474893676,0.028424433956398907,0.2698031850496135
0.05100000000000004,0.032724923474893676,0.029534243436091595,0.2732891084311845
0.05200000000000004,0.032724923474893676,0.030662771598191862,0.27672577682462246
0.05300000000000004,0.032724923474893676,0.031809877228109885,0.2801134670105233
0.05400000000000004,0.032724923474893676,0.03297541942541523,0.2834524551537307
0.05500000000000004,0.032724923474893676,0.03415925760383662,0.286743016803336
0.05600000000000004,0.032724923474893676,0.03536125149126205,0.2899854268926791
0.057000000000000044,0.032724923474893676,0.036581261129738814,0.2931799597393475
0.058000000000000045,0.032724923474893676,0.03781914687547346,0.29632688904517573
0.059000000000000045,0.032724923474893676,0.03907476939883181,0.2994264878962474
0.060000000000000046,0.032724923474893676,0.04034798968433893,0.3024790287628933
0.06100000000000005,0.032724923474893676,0.04163866903067917,0.30548478349969144
0.06200000000000005,0.032724923474893676,0.04294666905069617,0.30844402334546883
0.06300000000000004,0.032724923474893676,0.04427185167139274,0.3113570189233003
0.06400000000000004,0.032724923474893676,0.04561407913393109,0.3142240402405071
0.06500000000000004,0.032724923474893676,0.04697321399363255,0.3170453566886602
0.06600000000000004,0.032724923474893676,0.048349119119977864,0.31982123704357657
0.06700000000000005,0.032724923474893676,0.04974165769660694,0.32255194946532284
0.06800000000000005,0.032724923474893676,0.05115069322131892,0.32523776149821204
0.06900000000000005,0.032724923474893676,0.05257608950607237,0.32787894007080576
0.07000000000000005,0.032724923474893676,0.05401771067698498,0.3304757514959127
0.07100000000000005,0.032724923474893676,0.055475421174333746,0.33302846147059106
0.07200000000000005,0.032724923474893676,0.05694908575255491,0.33553733507614464
0.07300000000000005,0.032724923474893676,0.058438569480244035,0.33800263677812703
0.07400000000000005,0.032724923474893676,0.05994373774015594,0.34042463042633797
0.07500000000000005,0.032724923474893676,0.06146445622920459,0.3428035792548269
0.07600000000000005,0.032724923474893676,0.06300059095846337,0.3451397458818895
0.07700000000000005,0.032724923474893676,0.0645520082531649,0.3474333923100701
0.07800000000000006,0.032724923474893676,0.06611857475270096,0.3496847799261604
0.07900000000000006,0.032724923474893676,0.06770015741062273,0.3518941695012006
0.08000000000000006,0.032724923474893676,0.06929662349464055,0.35406182119047813
0.08100000000000006,0.032724923474893676,0.07090784058662412,0.35618799453352834
0.08200000000000006,0.032724923474893676,0.07253367658260235,0.3582729484541345
0.08300000000000006,0.032724923474893676,0.07417399969276339,0.3603169412603283
0.08400000000000006,0.032724923474893676,0.0758286784414547,0.3623202306443882
0.08500000000000006,0.032724923474893676,0.077497581667183,0.3642830736828414
0.08600000000000006,0.032724923474893676,0.07918057852261425,0.3662057268364626
0.08700000000000006,0.032724923474893676,0.0808775384745737,0.3680884459502738
0.08800000000000006,0.032724923474893676,0.08258833130404587,0.3699314862535458
0.08900000000000007,0.032724923474893676,0.08431282710617458,0.3717351023597967
0.09000000000000007,0.032724923474893676,0.08605089629026275,0.3734995482667928
0.09100000000000007,0.032724923474893676,0.08780240957977274,0.3752250773565476
0.09200000000000007,0.032724923474893676,0.0895672380123262,0.3769119423953228
0.09300000000000007,0.032724923474893676,0.09134525293970386,0.3785603955336285
0.09400000000000007,0.032724923474893676,0.09313632602784587,0.3801706883062216
0.09500000000000007,0.032724923474893676,0.09494032925685163,0.3817430716321072
0.09600000000000007,0.032724923474893676,0.09675713492097969,0.38327779581453886
0.09700000000000007,0.032724923474893676,0.09858661562864791,0.3847751105410175
0.09800000000000007,0.032724923474893676,0.10042864430243362,0.3862352648832913
0.09900000000000007,0.032724923474893676,0.10228309417907312,0.38765850729735735
0.10000000000000007,0.032724923474893676,0.10414983880946221,0.38904508562345996
0.10100000000000008,0.032724923474893676,0.10602875205865571,0.3903952470860917
0.10200000000000008,0.032724923474893676,0.1079197081058679,0.3917092382939923
0.10300000000000008,0.032724923474893676,0.10982258144447227,0.3929873052401499
0.10400000000000008,0.032724923474893676,0.11173724688200165,0.3942296933018
0.10500000000000008,0.032724923474893676,0.11366357954014791,0.3954366472404267
0.10600000000000008,0.032724923474893676,0.11560145485476249,0.39660841120176116
0.10700000000000008,0.032724923474893676,0.11755074857585579,0.3977452287157831
0.10800000000000008,0.032724923474893676,0.11951133676759777,0.3988473426967191
0.10900000000000008,0.032724923474893676,0.12148309580831745,0.3999149954430444
0.11000000000000008,0.032724923474893676,0.12346590239050309,0.40094842863748237
0.11100000000000008,0.032724923474893676,0.12545963352080247,0.4019478833470028
0.11200000000000009,0.032724923474893676,0.12746416652002235,0.4029136000228246
0.11300000000000009,0.032724923474893676,0.1294793790231289,0.40384581850041446
0.11400000000000009,0.032724923474893676,0.13150514897924756,0.40474477799948605
0.11500000000000009,0.032724923474893676,0.13354135465166292,0.4056107171240017
0.11600000000000009,0.032724923474893676,0.13558787461781907,0.4064438738621712
0.11700000000000009,0.032724923474893676,0.13764458776931904,0.40724448558645215
0.11800000000000009,0.032724923474893676,0.13971137331192537,0.4080127890535506
0.11900000000000009,0.032724923474893676,0.14178811076555986,0.4087490204044194
0.12000000000000009,0.032724923474893676,0.1438746799643034,0.40945341516426015
0.1210000000000001,0.032724923474893676,0.14597096105639637,0.41012620824252166
0.1220000000000001,0.032724923474893676,0.14807683450423823,0.41076763393290083
0.1230000000000001,0.032724923474893676,0.1501921810843877,0.4113779259133429
0.1240000000000001,0.032724923474893676,0.152316881887563,0.4119573172460397
0.12500000000000008,0.032724923474893676,0.15445081831864138,0.4125060403774325
0.12600000000000008,0.032724923474893676,0.15659387209665943,0.41302432713820897
0.12700000000000009,0.032724923474893676,0.15874592525481301,0.4135124087433054
0.12800000000000009,0.032724923474893676,0.16090686014045724,0.41397051579190575
0.1290000000000001,0.032724923474893676,0.16307655941510651,0.4143988782674421
0.1300000000000001,0.032724923474893676,0.16525490605443457,0.4147977255375936
0.1310000000000001,0.032724923474893676,0.16744178334827414,0.4151672863542881
0.1320000000000001,0.032724923474893676,0.16963707490061752,0.4155077888537007
0.1330000000000001,0.032724923474893676,0.17184066462961622,0.41581946055625457
0.1340000000000001,0.032724923474893676,0.1740524367675808,0.4161025283666211
0.1350000000000001,0.032724923474893676,0.17627227586098143,0.4163572185737184
0.1360000000000001,0.032724923474893676,0.17850006677044725,0.41658375685071386
0.1370000000000001,0.032724923474893676,0.18073569467076667,0.41678236825502174
0.1380000000000001,0.032724923474893676,0.1829790450508876,0.41695327722830405
0.1390000000000001,0.032724923474893676,0.18523000371391712,0.4170967075964714
0.1400000000000001,0.032724923474893676,0.18748845677712145,0.41721288256968186
0.1410000000000001,0.032724923474893676,0.18975429067192617,0.4173020247423411
0.1420000000000001,0.032724923474893676,0.19202739214391615,0.41736435609310296
0.1430000000000001,0.032724923474893676,0.19430764825283545,0.4174000979848687
0.1440000000000001,0.032724923474893676,0.1965949463725875,0.4174094711647881
0.1450000000000001,0.032724923474893676,0.1988891741912349,0.41739269576425836
0.1460000000000001,0.032724923474893676,0.20119021971099948,0.41734999129892436
0.1470000000000001,0.032724923474893676,0.20349797124826258,0.4172815766686791
0.1480000000000001,0.032724923474893676,0.2058123174335644,0.41718767015766345
0.1490000000000001,0.032724923474893676,0.2081331472116049,0.4170684894342657
0.1500000000000001,0.032724923474893676,0.21046034984124284,0.4169242515511227
0.1510000000000001,0.032724923474893676,0.2127938148954965,0.4167551729451184
0.1520000000000001,0.032724923474893676,0.21513343226154333,0.41656146943738503
0.1530000000000001,0.032724923474893676,0.21747909214072017,0.4163433562333026
0.1540000000000001,0.032724923474893676,0.21983068504852304,0.41610104792249886
0.1550000000000001,0.032724923474893676,0.22218810181460716,0.41583475847884943
0.1560000000000001,0.032724923474893676,0.22455123358278714,0.41554470126047777
0.1570000000000001,0.032724923474893676,0.22691997181103685,0.4152310890097552
0.1580000000000001,0.032724923474893676,0.22929420827148916,0.414894133853301
0.1590000000000001,0.032724923474893676,0.23167383505043662,0.4145340473019819
0.16000000000000011,0.032724923474893676,0.23405874454833073,0.414151040250913
0.16100000000000012,0.032724923474893676,0.23644882947978255,0.4137453229794569
0.16200000000000012,0.032724923474893676,0.23884398287356207,0.413317105151224
0.16300000000000012,0.032724923474893676,0.24124409807259864,0.41286659581407287
0.16400000000000012,0.032724923474893676,0.24364906873398098,0.4123940034001095
0.16500000000000012,0.032724923474893676,0.24605878882895732,0.411899535725688
0.16600000000000012,0.032724923474893676,0.2484731526429344,0.4113833999914103
0.16700000000000012,0.032724923474893676,0.250892054775479,0.41084580278212596
0.16800000000000012,0.032724923474893676,0.2533153901403168,0.4102869500669327
0.16900000000000012,0.032724923474893676,0.25574305396533276,0.40970704719917594
0.17000000000000012,0.032724923474893676,0.2581749417925711,0.4091062989164486
0.17100000000000012,0.032724923474893676,0.2606109494782356,0.4084849093405922
0.17200000000000013,0.032724923474893676,0.26305097319268866,0.40784308197769537
0.17300000000000013,0.032724923474893676,0.2654949094204527,0.407181019718095
0.17400000000000013,0.032724923474893676,0.2679426549602089,0.4064989248363755
0.17500000000000013,0.032724923474893676,0.2703941069247978,0.40579699899136945
0.17600000000000013,0.032724923474893676,0.2728491627412193,0.4050754432261571
0.17700000000000013,0.032724923474893676,0.27530772015063265,0.40433445796806655
0.17800000000000013,0.032724923474893676,0.27776967720835616,0.40357424302867373
0.17900000000000013,0.032724923474893676,0.2802349322838674,0.4027949976038025
0.18000000000000013,0.032724923474893676,0.2827033840608035,0.40199692027352446
0.18100000000000013,0.032724923474893676,0.28517493153696033,0.40118020900215906
0.18200000000000013,0.032724923474893676,0.2876494740242936,0.4003450611382736
0.18300000000000013,0.032724923474893676,0.29012691114891787,0.39949167341468333
0.18400000000000014,0.032724923474893676,0.2926071428511073,0.3986202419484512
0.18500000000000014,0.032724923474893676,0.295090069385295,0.39773096224088805
0.18600000000000014,0.032724923474893676,0.29757559132007344,0.39682402917755244
0.18700000000000014,0.032724923474893676,0.30006360953819455,0.395899637028251
0.18800000000000014,0.032724923474893676,0.3025540252365694,0.3949579794470379
0.18900000000000014,0.032724923474893676,0.3050467399262682,0.39399924947221565
0.19000000000000014,0.032724923474893676,0.3075416554325204,0.3930236395263341
0.19100000000000014,0.032724923474893676,0.31003867389471496,0.39203134141619117
0.19200000000000014,0.032724923474893676,0.3125376977664001,0.3910225463328325
0.19300000000000014,0.032724923474893676,0.31503862981528313,0.38999744485155163
0.19400000000000014,0.032724923474893676,0.3175413731232306,0.38895622693189
0.19500000000000015,0.032724923474893676,0.32004583108626844,0.387899081917637
0.19600000000000015,0.032724923474893676,0.3225519074145818,0.3868261985368294
0.19700000000000015,0.032724923474893676,0.3250595061325153,0.3857377649017524
0.19800000000000015,0.032724923474893676,0.32756853157857235,0.38463396850893844
0.19900000000000015,0.032724923474893676,0.33007888840541605,0.38351499623916835
0.20000000000000015,0.032724923474893676,0.33259048157986876,0.3823810343574705
0.20100000000000015,0.032724923474893676,0.33510321638291163,0.3812322685131212
0.20200000000000015,0.032724923474893676,0.33761699840968584,0.3800688837396445
0.20300000000000015,0.032724923474893676,0.34013173356949117,0.37889106445481224
0.20400000000000015,0.032724923474893676,0.34264732808578685,0.37769899446064453
0.20500000000000015,0.032724923474893676,0.34516368849619167,0.3764928569434086
0.20600000000000016,0.032724923474893676,0.34768072165248315,0.37527283447362025
0.20700000000000016,0.032724923474893676,0.35019833472059864,0.3740391090060426
0.20800000000000016,0.032724923474893676,0.35271643518063445,0.372791861879687
0.20900000000000016,0.032724923474893676,0.3552349308268461,0.37153127381781226
0.21000000000000016,0.032724923474893676,0.35775372976764847,0.3702575249279253
0.21100000000000016,0.032724923474893676,0.3602727404256158,0.3689707947017806
0.21200000000000016,0.032724923474893676,0.36279187153748144,0.3676712620153809
0.21300000000000016,0.032724923474893676,0.36531103215413807,0.3663591051289765
0.21400000000000016,0.032724923474893676,0.36783013164063777,0.3650345016870655
0.21500000000000016,0.032724923474893676,0.37034907967619146,0.3636976287183941
0.21600000000000016,0.032724923474893676,0.37286778625416994,0.362348662635956
0.21700000000000016,0.032724923474893676,0.37538616168210265,0.36098777923699293
0.21800000000000017,0.032724923474893676,0.3779041165816787,0.35961515370299457
0.21900000000000017,0.032724923474893676,0.3804215618887467,0.3582309605996981
0.22000000000000017,0.032724923474893676,0.38293840885331354,0.35683537387708886
0.22100000000000017,0.032724923474893676,0.38545456903954656,0.3554285668694
0.22200000000000017,0.032724923474893676,0.3879699543257716,0.3540107122951125
0.22300000000000017,0.032724923474893676,0.3904844769044739,0.35258198225695475
0.22400000000000017,0.032724923474893676,0.3929980492822984,0.35114254824190366
0.22500000000000017,0.032724923474893676,0.3955105842800485,0.34969258112118345
0.22600000000000017,0.032724923474893676,0.3980219950326878,0.34823225115026657
0.22700000000000017,0.032724923474893676,0.40053219498933834,0.3467617279688731
0.22800000000000017,0.032724923474893676,0.4030410979132819,0.3452811806009708
0.22900000000000018,0.032724923474893676,0.40554861788195956,0.34379077745477565
0.23000000000000018,0.032724923474893676,0.4080546692869712,0.3422906863227513
0.23100000000000018,0.032724923474893676,0.4105591668340764,0.34078107438160915
0.23200000000000018,0.032724923474893676,0.41306202554319404,0.3392621081923083
0.23300000000000018,0.032724923474893676,0.41556316074840205,0.33773395370005627
0.23400000000000018,0.032724923474893676,0.4180624880979375,0.33619677623430794
0.23500000000000018,0.032724923474893676,0.4205599235541971,0.3346507405087659
0.23600000000000018,0.032724923474893676,0.4230553833937365,0.33309601062138106
0.23700000000000018,0.032724923474893676,0.42554878420727077,0.3315327500543519
0.23800000000000018,0.032724923474893676,0.42804004289967423,0.3299611216741247
0.23900000000000018,0.032724923474893676,0.4305290766899805,0.32838128773139363
0.24000000000000019,0.032724923474893676,0.4330158031113824,0.32679340986110095
0.2410000000000002,0.032724923474893676,0.43550014001123205,0.3251976490824361
0.2420000000000002,0.032724923474893676,0.4379820055510407,0.32359416579883715
0.2430000000000002,0.032724923474893676,0.4404613182064792,0.32198311979798944
0.2440000000000002,0.032724923474893676,0.44293799676737744,0.3203646702518265
0.2450000000000002,0.032724923474893676,0.44541196033772457,0.3187389757165296
0.2460000000000002,0.032724923474893676,0.44788312833566873,0.31710619413252755
0.2470000000000002,0.032724923474893676,0.45035142049351784,0.31546648282449746
0.2480000000000002,0.032724923474893676,0.45281675685773926,0.313819998501364
0.2490000000000002,0.032724923474893676,0.4552790577889584,0.31216689725629987
